
 Lista de Imóveis da Caixa;;Data de geração:;21/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787709862770 ;SP ;ARACATUBA ;PARQUE AQUARELLE ; ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 204, 2º PAVIMENTO BLOCO 16 ;94.815,14;160.000,00;40.75;Não;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709862770
 8787709446172 ;SP ;ARACATUBA ;VILA ALBA ;RUA ADEMAR RODRIGUES AGUIAR, N. 370, Apto 562, BL 500 ;106.667,03;180.000,00;40.75;Não;Apartamento, 0.00 de área total, 65.70 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709446172
 8787710808546 ;SP ;ARACATUBA ;PETIT-TRIANON ;RUA ELZA ALMEIDA LEMOS, N. 481, Apto 406, BL 04 ;107.852,22;182.000,00;40.75;Não;Apartamento, 64.29 de área total, 53.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710808546
 8787702539841 ;SP ;ARACATUBA ;SANTA LUZIA ;R GOULART, N. 471, Apto 202, BL 12 ;101.629,97;171.500,00;40.75;Não;Apartamento, 101.21 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702539841
 8787717482549 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL LUANA II ;RUA ANTONIO FALCETTI, N. 58, QD B LT 21 ;100.148,49;169.000,00;40.75;Não;Casa, 44.82 de área total, 44.82 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717482549
 8787720051391 ;SP ;ARACATUBA ;ARAÇATUBA ; RUA PASTOR JOSÉ FERREIRA DE FREITAS, N. 1079, QD 35 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720051391
 8787720939163 ;SP ;ARACATUBA ;SILVIO VENTUROLLI ; RUA JANDERCI DA SILVA VIUDES, N. 759, QD 25, LT 42 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720939163
 8787715011034 ;SP ;ARACATUBA ;PETIT-TRIANON ;RUA ELZA ALMEIDA LEMOS, N. 601, CS 15 ;116.047,39;192.000,00;39.56;Não;Casa, 147.59 de área total, 47.00 de área privativa, 99.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715011034
 8787715200724 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA TEREZA DE JESUS PUGINA SILVA (ANTIGA R QUATRO), N. 375, QD 19 LT 22 ;114.234,15;189.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 153.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715200724
 8787718114659 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA LAERCIO DAN, N. 190, QD 09 LT 21 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718114659
 8787720428410 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ; RUA BELARMINO PIRES, N. 1142, 1142, 3304 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720428410
 8787720711707 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ; RUA LAERIO DAN, N. 417, QD 18 LT 24 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720711707
 1444412372994 ;SP ;ARACATUBA ;RES LARANJEIRAS ;ALAMEDA DOS SABIAS, N. 311, QD A  LT 27 ;300.000,00;300.000,00;0.00;Não;Casa, 82.14 de área total, 82.14 de área privativa, 200.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444412372994
 8787709496978 ;SP ;ARACATUBA ;JARDIM PAULISTA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 304, BL 17  3º PAVIMENTO  VG 179 ;145.000,00;145.000,00;0.00;Não;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709496978
 8787714756982 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA BELARMINO PIRES, N. 726, QD 25  LT 04  ANTIGA RUA SEIS ;162.538,16;155.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714756982
 8787716938263 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA BELARMINO PIRES, N. 38, QD 4  LT 15  ANTIGA RUA SEIS ;211.696,34;193.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 167.15 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716938263
 8787717001389 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA PASTOR JOSE FERREIRA DE FREITAS, N. 144, ANTIGA RUA 07 ;210.941,47;140.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717001389
 1444414587807 ;SP ;ARACATUBA ;NÃO MENCIONA BAIRRO ; RUA 03, N. SN, LT 14 QD 09 ;847.101,48;300.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 400.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414587807
 1444418925553 ;SP ;ARACATUBA ;ARAÇATUBA ; RUA LA VENTANA, N. SN, LT 03 QD H1 ;1.261.719,00;180.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 525.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418925553
 1444418542220 ;SP ;ARACOIABA DA SERRA ;RIO VERDE ;RUA ROXINHO, N. SN, LT 12 QD R ;744.462,64;1.229.605,06;39.46;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418542220
 1444415981789 ;SP ;ARACOIABA DA SERRA ;RIO VERDE ;RUA SERINGUEIRA, N. SN, LT06 QD U ;1.055.817,88;337.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415981789
 8555521662438 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL QUINTA DOS OITIS ;AVENIDA CANDIDO SANTOS, N. 306, LT 22, QD 11 ;92.047,40;185.000,00;50.25;Não;Casa, 0.00 de área total, 56.13 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521662438
 8555539311483 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 101, BL 18 ;86.592,88;167.000,00;48.15;Sim;Apartamento, 88.59 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539311483
 8787710606749 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 01, BL F TORRE 4 ;106.074,56;195.000,00;45.61;Sim;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710606749
 8787702717308 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 604, Apto 33, CTORRE 04 ;103.354,71;190.000,00;45.61;Sim;Apartamento, 89.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702717308
 8444425204287 ;SP ;ARARAQUARA ;VILA CIDADE INDUSTRIAL (VILA XAVIER) ;RUA BAHIA, N. 2791, Apto 12, BL D ;77.866,57;140.000,00;44.39;Não;Apartamento, 93.79 de área total, 46.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425204287
 8787702284002 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA AMERICA, N. 917, Apto 203, BL 09 ;73.987,66;131.000,00;43.53;Não;Apartamento, 87.78 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702284002
 8787707377530 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ; AVENIDA MARGINAL DO CORREGO DOS MARTINS, N. 445, Apto 401, BL 23 ;87.819,45;155.000,00;43.35;Não;Apartamento, 89.67 de área total, 43.20 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707377530
 8787708900384 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOU, N. 873, Apto 103, 1º PAV BL 01 ;87.336,44;153.000,00;42.92;Não;Apartamento, 97.04 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708900384
 8787712665777 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA LAURINDO FERREIRA FILHO, N. 547, Apto 13, BL D TR 1 ;85.623,96;150.000,00;42.92;Não;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712665777
 8555540029443 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 404, BL 13 ;68.787,97;120.000,00;42.68;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540029443
 8444436178665 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA DOMINGOS BRAGHINI, N. 177, Apto 02, ;69.934,44;122.000,00;42.68;Não;Apartamento, 148.34 de área total, 41.31 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436178665
 8555539029451 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 403, 4º PAV, BL 6 ;70.818,54;123.542,30;42.68;Não;Apartamento, 119.97 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539029451
 8787706469376 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 401, BL 07 ;77.043,32;133.000,00;42.08;Não;Apartamento, 87.72 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706469376
 8444432822500 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 381, Apto 33, BL FLAMBOYANT ;79.360,41;137.000,00;42.08;Não;Apartamento, 145.97 de área total, 54.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432822500
 8787705109139 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 24, BL C TORRE 6 ;86.648,52;148.000,00;41.46;Não;Apartamento, 87.36 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705109139
 8787708780222 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL F TORRE 02 ;90.161,30;154.000,00;41.46;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708780222
 8787708312245 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 402, BL 05 4 PAV OU 3 ANDAR ;81.964,82;140.000,00;41.46;Não;Apartamento, 87.72 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708312245
 8787709791384 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 301, BL 06 ;82.257,55;140.500,00;41.46;Não;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709791384
 8555531432737 ;SP ;ARARAQUARA ;DOUTOR TANCREDO DE ALMEIDA NEVES ;AVENIDA ENGENHEIRO DOMINGOS F JUNIOR, N. 964, Apto 03, BL 07 TERREO ;86.648,52;148.000,00;41.46;Não;Apartamento, 99.34 de área total, 49.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531432737
 8555536957366 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 304, BL 13 ;88.990,38;152.000,00;41.46;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536957366
 8555537886950 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AV MIGUEL BUCALEM, N. 468, Apto 403, BL 6 ;86.940,72;148.499,09;41.46;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537886950
 8555538109303 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 401, BL 18 ;81.964,82;140.000,00;41.46;Não;Apartamento, 98.47 de área total, 39.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538109303
 8555539929894 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 302, BL 22 3 PAVIMENTO ;84.892,14;145.000,00;41.46;Não;Apartamento, 88.75 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539929894
 8787718129788 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOU, N. 873, Apto 301, PV 03 BL 09 ;90.746,77;155.000,00;41.46;Não;Apartamento, 110.11 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718129788
 8787719408494 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOULART, N. 873, Apto 203, BL 10 ;85.477,60;146.000,00;41.46;Não;Apartamento, 85.11 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719408494
 8444430090600 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 381, Apto 23, ;83.721,21;143.000,00;41.46;Não;Apartamento, 0.00 de área total, 65.67 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430090600
 8787707187056 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 01, TERREO BL C TR 4 ;88.990,38;152.000,00;41.46;Não;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707187056
 8444432062387 ;SP ;ARARAQUARA ;JARDIM EUROPA (VILA XAVIER) ;RUA EDGARD PINTO MACHADO, N. 464, Apto 13, BL 01 ;81.964,82;140.000,00;41.46;Não;Apartamento, 53.19 de área total, 47.25 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432062387
 8444432994360 ;SP ;ARARAQUARA ;JARDIM CALIFORNIA ;RUA GAVIAO PEIXOTO, N. 749, Apto 401, 4 PAVIMENTO BL 02 ;84.892,14;145.000,00;41.46;Não;Apartamento, 71.04 de área total, 44.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432994360
 8787708145853 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA MARIA LUCIA CABRERA, N. 173, Apto 201, BL 02 ;81.379,36;139.000,00;41.46;Não;Apartamento, 89.57 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708145853
 8787712022078 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL I ;RUA ROBERTO APARECIDO GUILHERME, N. 145, Apto 303, TORRE 04 ;117.860,63;200.000,00;41.07;Não;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712022078
 8787716008932 ;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 22, BL C, TORRE 3 ;102.344,59;172.705,91;40.75;Não;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716008932
 8787720419828 ;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 32, BL C TORRE 05 ;102.344,59;172.705,91;40.75;Não;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720419828
 8787704334236 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 21, BL C TORRE 05 ;94.815,14;160.000,00;40.75;Não;Apartamento, 87.36 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704334236
 8787704565904 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 32, BL B TORRE 4 PAVIMENTO 3 ;94.815,14;160.000,00;40.75;Não;Apartamento, 87.36 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704565904
 8787709387834 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL B TORRE 5 ;94.518,84;159.500,00;40.75;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709387834
 8787711075852 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 11, TR 3 ;102.815,16;173.500,00;40.75;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711075852
