
 Lista de Imóveis da Caixa;;Data de geração:;21/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787712102578 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA TABATINGA, N. 1685, Apto 113, PAVIMENTO 11 ;200.000,00;200.000,00;0.00;Não;Apartamento, 93.61 de área total, 48.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712102578
 1444400456110 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL E COMERCIAL PALMARES ;RUA JAIME JOSE DO NASCIMENTO FEITOSA, N. 637, LT 23 QD 15 ;450.000,00;450.000,00;0.00;Não;Casa, 126.15 de área total, 126.15 de área privativa, 336.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400456110
 8787704123260 ;SP ;RIBEIRAO PRETO ;PLANALTO VERDE ;AVENIDA VIRGILIO SOEIRA, N. 500, Apto 22, BL D 2 PAV ;160.000,00;160.000,00;0.00;Não;Apartamento, 84.79 de área total, 42.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704123260
 8555537774729 ;SP ;RIBEIRAO PRETO ;VALENTINA FIGUEIREDO ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 4635, Apto 11, TORRE 06 BL C ;145.000,00;145.000,00;0.00;Não;Apartamento, 86.88 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537774729
 8555538493510 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 34, 3 PAV  BL E  TORRE 4 ;150.000,00;150.000,00;0.00;Não;Apartamento, 101.48 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538493510
 8555538573034 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DR FERNANDO MENDES GARCIA, N. 2720, Apto 31, 3º PAV BL E TORRE 4 ;165.000,00;165.000,00;0.00;Não;Apartamento, 101.48 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538573034
 8555539648828 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 14, BL C TORRE 04 ;162.000,00;162.000,00;0.00;Não;Apartamento, 101.48 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539648828
 8555540166661 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 34, 3 PAV  BL B  TORRE 7 ;155.000,00;155.000,00;0.00;Não;Apartamento, 101.48 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540166661
 8444434752836 ;SP ;RIBEIRAO PRETO ;PARQUE DOS PINUS ;RUA PALMIRO BIM, N. 435, Apto 01, BL 25 ;162.900,00;162.900,00;0.00;Não;Apartamento, 49.31 de área total, 42.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434752836
 8444422498280 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA  ALFREDO SCAFF, N. 370, Apto 02, 2° PAVIMENTO ;165.600,00;165.600,00;0.00;Não;Apartamento, 73.45 de área total, 51.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422498280
 8787715490730 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA OLIVIA MARIA DE JESUS, N. 1900, Apto 404, TORRE 05 ;280.000,00;280.000,00;0.00;Não;Apartamento, 111.55 de área total, 58.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715490730
 8787716981584 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA OLIVIA MARIA DE JESUS, N. 1900, Apto 807, 8 PAV T 7 ;275.000,00;275.000,00;0.00;Não;Apartamento, 111.55 de área total, 58.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716981584
 8787716981916 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA OLIVIA MARIA DE JESUS, N. 1900, Apto 604,  TORRE: 07 ;276.000,00;276.000,00;0.00;Não;Apartamento, 111.55 de área total, 58.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716981916
 8787704967026 ;SP ;RIBEIRAO PRETO ;JARDIM HEITOR RIGON ;RUA JOSE DE ALCANTARA, N. 765, Apto 03, T 04 BL D ;154.000,00;154.000,00;0.00;Não;Apartamento, 89.45 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704967026
 8555527882430 ;SP ;RIBEIRAO PRETO ;JARDIM FLORESTAN FERNANDES ;RUA ANTONIA MUGNATO MARINCEK, N. 2255, Apto 14, BL A TORRE 2 1° ANDAR ;155.000,00;155.000,00;0.00;Não;Apartamento, 102.92 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527882430
 8555530973246 ;SP ;RIBEIRAO PRETO ;JARDIM FLORESTAN FERNANDES ;RUA ANTONIA MUGNATO MARINCEK, N. 2255, Apto 32, 3º PAV TORRE 3 BL A ;160.000,00;160.000,00;0.00;Não;Apartamento, 102.91 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530973246
 8787710274215 ;SP ;RIBEIRAO PRETO ;JARDIM FLORESTAN FERNANDES ;VIA JERONIMO ALFREDO AMOR ESPIN, N. 400, Apto 24, BLOCO D, TORRE 3, PAVIMENTO 2° ;160.000,00;160.000,00;0.00;Não;Apartamento, 108.39 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710274215
 8294900012255 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL DAS AMERICAS ;RUA AMADEU GIACHETTO, N. 665, Apto 07, PAV TERRREO ;132.000,00;132.000,00;0.00;Não;Apartamento, 97.99 de área total, 43.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8294900012255
 8555540202757 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL DAS AMERICAS ;RUA RAPHAEL FRANCISCO LIPPI, N. 421, Apto 48, PV 05 TORRE 7 ;190.000,00;190.000,00;0.00;Não;Apartamento, 71.14 de área total, 49.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540202757
 8787712822210 ;SP ;RIBEIRAO PRETO ;RECREIO DAS ACACIAS ;AVENIDA AFONCO VALERA, N. 1545, Apto 403, PV 04 BL 20 VG 385 ;210.000,00;210.000,00;0.00;Não;Apartamento, 83.47 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712822210
 8555537162979 ;SP ;RIBEIRAO PRETO ;JARDIM ITAU ;AVENIDA TEREZA PALMEIRA GALLON, N. 625, Apto 33, 3º PAV TORRE 2 BL C ;190.000,00;190.000,00;0.00;Não;Apartamento, 93.07 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537162979
 8555540200177 ;SP ;RIBEIRAO PRETO ;JARDIM ITAU ;AVENIDA TEREZA PALMEIRA GALLON, N. 625, Apto 11, BLOCO E TORRE 1 ;150.000,00;150.000,00;0.00;Não;Apartamento, 93.07 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540200177
 8555518414119 ;SP ;RIBEIRAO PRETO ;VILA VIRGINIA ;RUA DESEMBARGADOR EDGARD DE MOURA BITTENCOURT, N. 79, Apto 01, BLOCO 22-E ;150.000,00;150.000,00;0.00;Não;Apartamento, 0.00 de área total, 55.08 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518414119
 8444420440365 ;SP ;RIBEIRAO PRETO ;PARQUE DAS OLIVEIRAS ;RUA ANTONIO NAHAS, N. 220, QD 8 LT 41 ;300.000,00;300.000,00;0.00;Não;Casa, 78.00 de área total, 78.00 de área privativa, 160.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420440365
 8787709117772 ;SP ;RIBEIRAO PRETO ;JARDIM OURO BRANCO ;RUA PROFESSOR AYLTON RICOY DE OLIVEIRA, N. 585, Apto 204, BLOCO 10 ;156.070,28;156.070,28;0.00;Não;Apartamento, 80.90 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709117772
 8444432085956 ;SP ;RIBEIRAO PRETO ;JARDIM JAVARI ;RUA ITAJUBA, N. 1865, Apto 12, TORRE 03 BL A ;160.000,00;160.000,00;0.00;Não;Apartamento, 49.15 de área total, 42.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432085956
 8555532867095 ;SP ;RIBEIRAO PRETO ;VILA RECREIO ;RUA GENERAL CAMARA, N. 2761, Apto 31, 3º ANDAR 4º PAVIMENTO ;223.041,81;223.041,81;0.00;Não;Apartamento, 94.85 de área total, 51.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532867095
 1444402966158 ;SP ;RIBEIRAO PRETO ;PARQUE INDUSTRIAL LAGOINHA ;RUA BENEDICTA RODRIGUES DOMINGOS, N. 889, Apto 74, EDIFÍCIO PÁDUA  7º ANDAR OU 8º PAVIMEN ;242.500,00;242.500,00;0.00;Não;Apartamento, 76.69 de área total, 66.17 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402966158
 8444414134584 ;SP ;RIBEIRAO PRETO ;PARQUE INDUSTRIAL LAGOINHA ;RUA NITEROI, N. 705, Nº 02, TIPO A.48 BLOCO 12 LOTE 2 1ª ET ;569.238,02;569.238,02;0.00;Não;Casa, 287.86 de área total, 105.04 de área privativa, 114.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414134584
 1444419584261 ;SP ;RIBEIRAO PRETO ;VILLAS MABEL ;RUA MOISES BORGES, N. 160, N 07 QD 4 ;550.000,00;550.000,00;0.00;Não;Terreno, 102.90 de área total, 0.00 de área privativa, 220.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419584261
 8444429074566 ;SP ;RIBEIRAO PRETO ;JARDIM BELA VISTA ;RUA JULIO RIBEIRO, N. 1103, LT 55 QD 16 ;228.889,36;228.889,36;0.00;Não;Casa, 87.00 de área total, 87.34 de área privativa, 150.00 de área do terreno,  1 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429074566
 8787717758749 ;SP ;RIBEIRAO PRETO ;PARQUE DAS OLIVEIRAS II ;RUA ORLANDO COLLUCCI, N. 160, Apto 204, 2º PAVIMENTO TORRE 3 ;295.000,00;295.000,00;0.00;Não;Apartamento, 103.02 de área total, 48.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717758749
 8787701476773 ;SP ;RIBEIRAO PRETO ;JARDIM CRISTO REDENTOR ;RUA MANOEL LOPES VELLUDO JUNIOR (ANTIGA RUA 14), N. 190, LT 14 QD 42 ;138.000,00;138.000,00;0.00;Não;Casa, 46.70 de área total, 46.70 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701476773
 8787701599638 ;SP ;RIBEIRAO PRETO ;JARDIM CRISTO REDENTOR ;RUA MOOKI KOGA, N. 110, LT 06 QD 45 ;200.000,00;200.000,00;0.00;Não;Casa, 46.70 de área total, 46.70 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701599638
 8787703241374 ;SP ;RIBEIRAO PRETO ;JARDIM CRISTO REDENTOR ;RUA MARCOS MERICHELLO, N. 170, LT 16 QD 82 ;220.000,00;220.000,00;0.00;Não;Casa, 53.80 de área total, 46.70 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703241374
 8787711334939 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 250, Apto 105, 1º PAV BL 2 ;158.000,00;158.000,00;0.00;Não;Apartamento, 43.27 de área total, 43.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711334939
 8787711847332 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 250, Apto 06, BLOCO 4  PAVIMENTO TÉRREO ;158.000,00;158.000,00;0.00;Não;Apartamento, 43.27 de área total, 43.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711847332
 8787712450622 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 250, Apto 211, BLOCO 2  2º PAVIMENTO ;158.000,00;158.000,00;0.00;Não;Apartamento, 43.27 de área total, 43.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712450622
 8787713512621 ;SP ;RIBEIRAO PRETO ;RESERVA MACAUBA ;RUA GERALDO RINHEL SOBRINHO, N. 250, Apto 204, BL 09 PV 02 ;165.000,00;165.000,00;0.00;Não;Apartamento, 93.63 de área total, 43.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713512621
 8787703171287 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA JOAO E GUIOMAR SOEIRA, N. 155, Apto 403, BL 35 BOX 600 ;170.000,00;170.000,00;0.00;Não;Apartamento, 80.32 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703171287
 8787705476557 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA JOAO E GUIOMAR SOEIRA, N. 155, Apto 101, BLOCO 37 1º PAVIMENTO TERREO ;170.000,00;170.000,00;0.00;Não;Apartamento, 87.59 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705476557
 8787706666490 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA JOAO E GUIOMAR SOEIRA, N. 155, Apto 202, 2 PAV BL 19 ;165.000,00;165.000,00;0.00;Não;Apartamento, 80.32 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706666490
 8787712697059 ;SP ;RIBEIRAO PRETO ;RESERVA REAL ;RUA ANTENOR DE SOUZA, N. 605, Apto 302, QD 3 LT 1 BL 13 VG 90 ;175.000,00;175.000,00;0.00;Não;Apartamento, 95.38 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712697059
 8787714313061 ;SP ;RIBEIRAO PRETO ;LOTEAMENTO SANTA MARTA ;RUA JOAO CARVALHO RUFINO, N. 1400, Apto 31, BL B TORRE 01 ;201.000,00;201.000,00;0.00;Não;Apartamento, 94.93 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714313061
 8444435169727 ;SP ;RIBEIRAO PRETO ;PARQUE DAS GAIVOTAS ;RUA VALQUIRIA MARIA MARTINS TANAKA (ANTIGA RUA 17), N. 130, LT 11 QD 17 ;288.000,00;288.000,00;0.00;Não;Casa, 98.10 de área total, 98.10 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435169727
 8787714522388 ;SP ;RIBEIRAO PRETO ;JARDIM REGATAS ;RUA HELIO FRATESCHI, N. 235, LOTE 39 DA QUADRA 16 -  HIS ;230.000,00;230.000,00;0.00;Não;Casa, 44.16 de área total, 44.16 de área privativa, 168.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714522388
 8555524155022 ;SP ;RIBEIRAO PRETO ;CONDOMINIO UIRAPURU ;AVENIDA DOS ANDRADAS, N. 700, Apto 22, BL 01 2 PAV ;138.000,00;138.000,00;0.00;Não;Apartamento, 102.56 de área total, 43.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524155022
 8787710149216 ;SP ;RIBEIRAO PRETO ;BONFIM PAULISTA ; RUA JOAO CARVALHO RUFINO, N. 1400, Apto 22, BL A TR 05 2 PAVIMENTO ;174.000,00;174.000,00;0.00;Não;Apartamento, 94.93 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710149216
 8787711673733 ;SP ;RIBEIRAO PRETO ;BONFIM PAULISTA ;RUA ALFREDO PUCCI, N. 80, Apto 03, TÉRREO, BLOCO A, TORRE 1 ;207.000,00;207.000,00;0.00;Não;Apartamento, 110.15 de área total, 42.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711673733
 8787716821420 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA OLIVIA MARIA DE JESUS, N. 1900, Apto 707, TORRE 6 ;273.090,10;270.000,00;0.00;Não;Apartamento, 111.55 de área total, 58.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716821420
 8787712874600 ;SP ;RIBEIRAO PRETO ;JARDIM SALGADO FILHO ;RUA PAULO ROBERTO MOCO, N. 145, QD 03 LT 09 ANTIGA VIA ANHANGUERA ;200.322,55;198.000,00;0.00;Não;Casa, 0.00 de área total, 44.16 de área privativa, 160.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712874600
 8787717026160 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;RUA OLIVIA MARIA DE JESUS, N. 1900, Apto 207, PV 02 TORRE 7 ;274.283,19;271.000,00;0.00;Não;Apartamento, 111.55 de área total, 58.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717026160
 8787709423881 ;SP ;RIBEIRAO PRETO ;BONFIM PAULISTA ;AVENIDA MIGUEL PADULLA, N. 250, Apto J6, TORRE J ;182.208,27;180.000,00;0.00;Não;Apartamento, 120.08 de área total, 48.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709423881
 1444424138207 ;SP ;RIBEIRAO PRETO ;QUINTINO FACCI II ;RUA JOSE RODRIGUES, N. 186, ;304.050,90;300.000,00;0.00;Não;Casa, 145.52 de área total, 145.52 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444424138207
 8787710882274 ;SP ;RIBEIRAO PRETO ;ADELINO SIMIONI ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 6130, Apto 103, 1º  PAV TORRE 10 ;190.150,32;187.000,00;0.00;Não;Apartamento, 117.57 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710882274
 8787710486506 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA JAPURA, N. 3055, Apto 14, T 3 BL C ;157.700,72;155.070,21;0.00;Não;Apartamento, 85.34 de área total, 42.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710486506
